pris,pris_kvm,prisant,verditakst,BOAProm,energi,boligtype,vest,dummyGrünneløkkaSagene,dummyFrogner,dummySt.Hanshaugen,dummyGamleOslo,solgt,byggeår,alder
4025000,25314,4300000,4300000,159,G,Enebolig,0,0,0,0,0,2014,1974,40
4010000,53784,3390000,3400000,76,G,Leilighet,0,0,0,1,0,2014,1936,78
4010000,58971,3750000,3800000,68,G,Leilighet,0,0,0,0,0,2014,1957,57
4000000,39086,3500000,#NULL!,105,G,Leilighet,0,1,0,0,0,2014,1892,122
4000000,61538,3690000,3750000,65,G,Leilighet,0,1,0,0,0,2014,1897,117
4000000,51855,3900000,3900000,78,G,Leilighet,0,0,0,1,0,2014,1928,86
4000000,51855,3900000,3900000,78,G,Leilighet,0,0,0,1,0,2014,1928,86
4000000,75510,3690000,3700000,53,E,Leilighet,0,0,1,0,0,2014,1933,81
4000000,40816,3490000,3550000,98,G,Tomannsbolig,0,0,0,0,0,2014,1933,81
4000000,46512,4250000,4250000,86,C,Leilighet,0,0,0,0,0,2014,1935,79
4000000,31746,3990000,4000000,126,G,Enebolig,0,0,0,0,0,2014,1943,71
4000000,55066,3980000,4000000,73,F,Leilighet,0,0,0,1,0,2014,1959,55
4000000,55066,3980000,4000000,73,F,Leilighet,0,0,0,1,0,2014,1959,55
4000000,32000,4100000,4100000,125,F,Enebolig,0,1,0,0,0,2014,1980,34
4000000,32000,4100000,4100000,125,F,Enebolig,0,0,0,0,0,2014,1980,34
4000000,70175,3990000,4000000,57,D,Leilighet,0,0,0,1,0,2014,2003,11
4000000,56338,3690000,3800000,71,D,Leilighet,0,0,0,0,0,2014,2006,8
4000000,51948,3850000,3850000,77,C,Leilighet,0,0,0,0,0,2014,2012,2
4000000,52632,3800000,4200000,76,C,Leilighet,0,0,0,0,0,2014,2013,1
3990000,55417,3990000,4300000,72,G,Leilighet,0,0,1,0,0,2014,1902,112
3990000,30930,3990000,4500000,129,F,Enebolig,0,0,0,0,0,2014,1973,41
3990000,36944,4150000,4150000,108,C,Rekkehus,0,0,0,0,0,2014,2010,4
3990000,57000,3990000,4200000,70,D,Leilighet,0,1,0,0,0,2014,2012,2
3970000,45317,3890000,3900000,93,G,Leilighet,0,0,0,0,1,2014,1898,116
3960000,27887,3900000,3900000,142,E,Enebolig,0,0,0,0,0,2014,1986,28
3950000,40306,3650000,3700000,98,G,Rekkehus,0,0,0,0,0,2014,1955,59
3950000,43889,4000000,4000000,90,F,Leilighet,0,0,0,0,0,2014,1986,28
3950000,58955,3950000,4000000,67,E,Leilighet,0,0,0,1,0,2014,1997,17
3950000,27670,3850000,3850000,143,D,Rekkehus,0,0,0,0,0,2014,1997,17
3950000,71818,3990000,4200000,55,D,Enebolig,0,1,0,0,0,2014,2004,10
3925000,45115,3690000,3700000,87,F,Leilighet,0,0,0,0,0,2014,1994,20
3920000,28201,3850000,3900000,139,F,Rekkehus,0,0,0,0,0,2014,1995,19
3920000,58507,3690000,3700000,67,D,Leilighet,0,0,0,0,0,2014,2006,8
3915000,58433,3800000,4175000,67,E,Leilighet,0,0,0,1,0,2014,1997,17
3910000,55857,3690000,3700000,70,C,Leilighet,0,0,0,0,0,2014,2006,8
3900000,47561,3590000,3750000,82,G,Leilighet,0,0,1,0,0,2014,1911,103
3900000,47211,3980000,4000000,83,G,Leilighet,0,0,0,0,0,2014,1926,88
3900000,47037,3950000,4000000,83,F,Leilighet,0,0,0,1,0,2014,1932,82
3900000,41489,4000000,4000000,94,F,Rekkehus,0,0,0,0,0,2014,1955,59
3900000,27465,3990000,4000000,142,G,Rekkehus,0,0,0,0,0,2014,1955,59
3900000,57907,3850000,3850000,68,F,Leilighet,0,0,0,1,0,2014,1966,48
3900000,42391,3950000,4300000,92,C,Leilighet,0,0,0,0,0,2014,2003,11
3900000,54930,3650000,3650000,71,D,Leilighet,0,0,0,0,0,2014,2006,8
3880000,47317,3950000,4250000,82,B,Leilighet,0,1,0,0,0,2014,2012,2
3875000,32292,3300000,3300000,120,G,Rekkehus,0,0,0,0,0,2014,1954,60
3875000,27482,3950000,3950000,141,E,Rekkehus,0,0,0,0,0,2014,1989,25
3860000,30156,3890000,3900000,128,E,Rekkehus,0,0,0,0,0,2014,1987,27
3860000,#NULL!,3849000,3900000,115,D,Rekkehus,0,0,0,0,0,2014,2007,7
3860000,59482,3600000,3600000,65,D,Leilighet,0,1,0,0,0,2014,2012,2
3850000,54326,3300000,3300000,73,F,Leilighet,0,1,0,0,0,2014,1925,89
3850000,26736,3690000,3700000,144,G,Tomannsbolig,0,0,0,0,0,2014,1958,56
3850000,46386,3800000,3800000,83,G,Rekkehus,0,0,0,0,0,2014,1965,49
3850000,27113,3950000,4000000,142,E,Rekkehus,0,0,0,0,0,2014,1997,17
3850000,53472,3600000,3600000,72,C,Leilighet,0,0,0,0,0,2014,2008,6
3850000,50658,3700000,3700000,76,C,Leilighet,0,0,0,0,0,2014,2013,1
3825000,49038,3490000,3550000,78,E,Leilighet,0,1,0,0,0,2014,1978,36
3825000,42980,3600000,3600000,89,D,Leilighet,0,0,0,0,0,2014,2012,2
3815000,61532,3580000,3950000,62,D,Leilighet,0,1,0,0,0,2014,2005,9
3800000,52778,3300000,3300000,72,F,Leilighet,0,0,0,1,0,2014,1889,125
3800000,52778,3300000,3300000,72,F,Leilighet,0,0,0,1,0,2014,1889,125
3800000,33929,3790000,#NULL!,112,G,Leilighet,0,0,0,0,0,2014,1917,97
3800000,38000,3690000,3850000,100,G,Rekkehus,0,0,0,0,1,2014,1920,94
3800000,31912,3850000,4000000,120,F,Leilighet,0,0,0,0,0,2014,1973,41
3800000,29231,3950000,3950000,130,E,Enebolig,0,0,0,0,0,2014,1996,18
3800000,27191,3890000,4050000,140,F,Rekkehus,0,0,0,0,0,2014,1997,17
3800000,28571,3900000,3900000,133,D,Rekkehus,0,0,0,0,0,2014,2000,14
3800000,63333,3850000,3900000,60,D,Leilighet,0,0,0,1,0,2014,2004,10
3800000,46914,3690000,3750000,81,D,Leilighet,0,0,0,0,0,2014,2007,7
3800000,37688,3800000,3800000,102,C,Rekkehus,0,0,0,0,0,2014,2007,7
3800000,33043,3850000,3850000,115,D,Rekkehus,0,0,0,0,0,2014,2007,7
3800000,32759,3900000,3900000,116,D,Rekkehus,0,0,0,0,0,2014,2007,7
3800000,64499,3790000,3800000,59,D,Leilighet,0,1,0,0,0,2014,2008,6
3800000,59375,3600000,3600000,64,E,Leilighet,0,1,0,0,0,2014,2009,5
3800000,42697,3790000,#NULL!,89,C,Leilighet,0,0,0,0,0,2014,2013,1
3790000,62268,3790000,3900000,62,G,Leilighet,0,0,0,1,0,2014,1895,119
3775000,46037,3400000,3400000,82,D,Leilighet,0,1,0,0,0,2014,1892,122
3770000,49605,3690000,4100000,76,G,Leilighet,0,0,0,0,1,2014,1898,116
3750000,53463,3290000,3400000,72,G,Leilighet,0,1,0,0,0,2014,1912,102
3750000,53571,3450000,3640000,70,E,Leilighet,0,0,0,0,0,2014,1988,26
3750000,32328,3900000,3900000,116,E,Rekkehus,0,0,0,0,0,2014,1996,18
3750000,31513,3790000,3800000,119,D,Rekkehus,0,0,0,0,0,2014,1998,16
3750000,70829,3590000,3650000,53,D,Leilighet,0,0,0,1,0,2014,2006,8
3750000,54431,3300000,3300000,69,D,Leilighet,0,1,0,0,0,2014,2007,7
3750000,54431,3300000,3300000,69,D,Leilighet,0,1,0,0,0,2014,2007,7
3750000,54348,3550000,3550000,69,D,Leilighet,0,0,0,0,1,2014,2007,7
3750000,42614,3800000,4000000,88,B,Rekkehus,0,0,0,0,0,2014,2012,2
3730000,51806,3190000,3200000,72,G,Leilighet,0,1,0,0,0,2014,1937,77
3725000,51102,3490000,3500000,76,F,Leilighet,0,0,0,0,0,2014,1955,59
3710000,86279,2990000,3000000,43,D,Leilighet,0,0,0,1,0,2014,2007,7
3700000,70865,2990000,3000000,54,G,Leilighet,0,0,0,1,0,2014,1935,79
3700000,38576,3300000,3300000,96,E,Leilighet,0,0,0,0,0,2014,1981,33
3700000,44578,3800000,4000000,83,E,Leilighet,0,1,0,0,0,2014,2006,8
3700000,52113,3600000,3600000,71,C,Leilighet,0,0,0,0,0,2014,2006,8
3690000,41000,3690000,3750000,90,F,Leilighet,0,0,0,0,0,2014,1986,28
3680000,57500,3390000,3500000,64,D,Leilighet,0,1,0,0,0,2014,2009,5
3675000,53261,3800000,3900000,69,G,Tomannsbolig,0,0,0,0,0,2014,1952,62
3650000,49324,3490000,3500000,74,G,Leilighet,0,0,1,0,0,2014,1892,122
3650000,51747,3650000,3850000,71,G,Leilighet,0,0,0,1,0,2014,1902,112
3650000,54478,3750000,3750000,67,C,Leilighet,0,0,0,0,0,2014,1916,98
3650000,53676,3200000,3200000,68,F,Leilighet,0,0,0,0,0,2014,1951,63
3650000,40694,3650000,3650000,90,F,Leilighet,0,0,0,0,0,2014,1985,29
3650000,56125,3700000,3700000,66,D,Leilighet,0,0,0,0,0,2014,1994,20
3650000,62931,3190000,3300000,58,C,Leilighet,0,1,0,0,0,2014,2009,5
3650000,57937,3200000,3200000,63,B,Leilighet,0,1,0,0,0,2014,2012,2
3625000,50347,3490000,3550000,72,G,Leilighet,0,1,0,0,0,2014,1923,91
3610000,77378,3350000,3500000,47,E,Leilighet,0,0,1,0,0,2014,1937,77
3600000,51547,3490000,3600000,71,G,Leilighet,0,0,0,0,0,2014,1959,55
3600000,33676,3390000,3450000,107,F,Leilighet,0,0,0,0,0,2014,1968,46
3600000,34615,3550000,3550000,104,F,Leilighet,0,0,0,0,0,2014,1990,24
3600000,78261,3490000,3600000,46,D,Leilighet,0,0,0,1,0,2014,2003,11
3600000,46753,3300000,3300000,77,C,Leilighet,0,0,0,0,0,2014,2012,2
3590000,64129,3390000,3400000,57,G,Leilighet,0,0,1,0,0,2014,1897,117
3590000,46026,3590000,3600000,78,D,Leilighet,0,0,0,0,0,2014,2004,10
3575000,49653,3390000,3400000,72,D,Leilighet,0,0,0,0,1,2014,2001,13
3575000,67453,3490000,3500000,53,C,Leilighet,0,1,0,0,0,2014,2013,1
3550000,66981,3490000,3500000,53,G,Leilighet,0,0,1,0,0,2014,1897,117
3550000,68269,2800000,2800000,52,G,Leilighet,0,1,0,0,0,2014,1899,115
3550000,61425,3590000,3600000,59,G,Leilighet,0,0,1,0,0,2014,1914,100
3550000,56307,3600000,3600000,65,G,Leilighet,0,0,0,1,0,2014,1938,76
3550000,48842,3400000,3400000,73,F,Leilighet,0,0,0,0,0,2014,1980,34
3550000,33491,3590000,3800000,106,D,Rekkehus,0,0,0,0,0,2014,2000,14
3550000,60169,3290000,3400000,59,D,Leilighet,0,1,0,0,0,2014,2004,10
3550000,77174,3390000,3400000,46,G,Leilighet,0,0,0,1,0,2014,2006,8
3535000,30214,3290000,3300000,117,D,Rekkehus,0,0,0,0,0,2014,2003,11
3525000,51838,3450000,3450000,68,F,Leilighet,0,0,0,0,0,2014,1993,21
3520000,28397,3490000,3700000,124,D,Tomannsbolig,0,0,0,0,0,2014,1995,19
3520000,69058,3190000,3250000,51,D,Leilighet,0,1,0,0,0,2014,2002,12
3520000,67692,3190000,3300000,52,G,Leilighet,0,1,0,0,0,2014,2004,10
3510000,57783,3200000,3200000,61,G,Leilighet,0,1,0,0,0,2014,1911,103
3510000,51618,3490000,3550000,68,C,Leilighet,0,0,0,0,0,2014,2006,8
3500000,52625,3500000,3250000,68,E,Leilighet,0,0,0,1,0,2014,1877,137
3500000,52625,3500000,3250000,68,E,Leilighet,0,0,0,1,0,2014,1877,137
3500000,53037,3000000,3000000,66,G,Leilighet,0,0,0,0,1,2014,1905,109
3500000,46250,3400000,3500000,81,F,Leilighet,0,1,0,0,0,2014,1952,62
3500000,51471,3390000,3400000,68,G,Leilighet,0,0,0,0,0,2014,1962,52
3500000,26515,3300000,3300000,132,C,Tomannsbolig,0,0,0,0,0,2014,1977,37
3500000,31532,3500000,3500000,111,G,Tomannsbolig,0,0,0,0,0,2014,1985,29
3500000,36462,3500000,3500000,97,D,Leilighet,0,0,0,0,0,2014,1989,25
3500000,35714,3690000,3750000,98,D,Tomannsbolig,0,0,0,0,0,2014,2004,10
3490000,26439,3490000,4000000,132,E,Enebolig,0,0,0,0,0,2014,1979,35
3490000,67115,3490000,3500000,52,B,Leilighet,0,1,0,0,0,2014,2011,3
3480000,55238,2990000,3000000,63,E,Leilighet,0,1,0,0,0,2014,1985,29
3470000,57576,3190000,3200000,62,G,Leilighet,0,1,0,0,0,2014,1920,94
3460000,34949,3190000,3200000,99,D,Rekkehus,0,0,0,0,0,2014,1997,17
3450000,58208,3150000,3200000,60,C,Leilighet,0,0,0,0,0,2014,1957,57
3450000,52828,2990000,3100000,66,G,Leilighet,0,0,0,1,0,2014,1966,48
3450000,35946,3490000,3500000,97,E,Leilighet,0,0,0,0,0,2014,1989,25
3420000,28739,3500000,3300000,119,F,Rekkehus,0,0,0,0,0,2014,1988,26
3420000,54232,2990000,3050000,66,D,Leilighet,0,0,0,0,1,2014,1990,24
3400000,57980,3390000,3400000,59,F,Leilighet,0,0,0,1,0,2014,1893,121
3400000,57987,2990000,3000000,60,G,Leilighet,0,1,0,0,0,2014,1899,115
3400000,40561,3400000,3400000,84,G,Leilighet,0,0,0,1,0,2014,1931,83
3400000,40561,3400000,3400000,84,G,Leilighet,0,0,0,1,0,2014,1931,83
3400000,51515,3200000,3200000,66,G,Tomannsbolig,0,0,0,0,0,2014,1962,52
3400000,43590,2850000,2850000,78,E,Leilighet,0,0,0,0,0,2014,1995,19
3400000,66667,3200000,3200000,51,F,Enebolig,0,0,0,0,1,2014,1995,19
3400000,68000,2800000,2800000,50,E,Leilighet,0,1,0,0,0,2014,2004,10
3400000,48571,3490000,3500000,70,D,Leilighet,0,0,0,0,0,2014,2006,8
3400000,56691,3100000,3300000,60,C,Leilighet,0,1,0,0,0,2014,2012,2
3400000,44737,3190000,3300000,76,D,Leilighet,0,0,0,0,0,2014,2012,2
3400000,45946,3410000,3600000,74,C,Leilighet,0,0,0,0,0,2014,2013,1
3400000,64151,3300000,3300000,53,B,Leilighet,0,1,0,0,0,2014,2014,0
3390000,44605,3390000,3400000,76,C,Leilighet,0,0,0,0,0,2014,2013,1
3375000,39244,3650000,3650000,86,G,Enebolig,0,0,0,0,0,2014,1966,48
3360000,46667,3490000,3500000,72,D,Leilighet,0,0,0,0,0,2014,1941,73
3350000,50777,3500000,3500000,67,F,Leilighet,0,0,0,0,0,2014,1956,58
3350000,46528,3350000,3350000,72,G,Leilighet,0,0,0,0,0,2014,1957,57
3350000,77926,2990000,3100000,43,F,Leilighet,0,0,0,1,0,2014,1968,46
3350000,32843,3000000,3000000,102,F,Tomannsbolig,0,0,0,0,0,2014,1972,42
3350000,32212,3500000,3500000,104,F,Enebolig,0,0,0,0,0,2014,1989,25
3350000,30180,3000000,3000000,111,E,Tomannsbolig,0,0,0,0,0,2014,1989,25
3350000,25969,3420000,3600000,129,D,Leilighet,0,0,0,0,0,2014,1995,19
3350000,29911,3290000,3400000,112,E,Rekkehus,0,0,0,0,0,2014,1997,17
3350000,29911,2980000,3200000,112,E,Rekkehus,0,0,0,0,0,2014,1997,17
3350000,33838,3450000,3450000,99,D,Rekkehus,0,0,0,0,0,2014,2000,14
3330000,46465,3300000,3300000,72,F,Leilighet,0,0,0,0,0,2014,1980,34
3330000,64497,2900000,2900000,52,E,Leilighet,0,1,0,0,0,2014,1981,33
3330000,49724,3190000,3200000,67,D,Leilighet,0,1,0,0,0,2014,2006,8
3330000,69375,2990000,3100000,48,C,Leilighet,0,1,0,0,0,2014,2006,8
3320000,27899,3290000,3300000,119,D,Tomannsbolig,0,0,0,0,0,2014,2004,10
3315000,57789,3190000,3400000,59,F,Leilighet,0,0,0,1,0,2014,1935,79
3310000,56102,3000000,3000000,59,C,Leilighet,0,1,0,0,0,2014,2012,2
3300000,59043,2990000,3100000,56,G,Leilighet,0,0,1,0,0,2014,1892,122
3300000,54341,3100000,3100000,61,F,Leilighet,0,1,0,0,0,2014,1911,103
3300000,55000,#NULL!,#NULL!,60,F,Leilighet,0,1,0,0,0,2014,1911,103
3300000,59979,2850000,2850000,56,G,Leilighet,0,0,0,1,0,2014,1932,82
3300000,28448,3450000,3450000,116,F,Tomannsbolig,0,0,0,0,0,2014,1954,60
3300000,26400,3590000,3600000,125,F,Enebolig,0,0,0,0,0,2014,1989,25
3300000,55025,3100000,3500000,60,C,Leilighet,0,1,0,0,0,2014,2012,2
3290000,63286,3090000,3100000,52,C,Leilighet,0,1,0,0,0,2014,2002,12
3275000,54671,3290000,3300000,60,F,Leilighet,0,0,0,1,0,2014,1935,79
3275000,86184,2990000,3400000,38,B,Leilighet,0,0,0,1,0,2014,2012,2
3250000,#NULL!,2700000,2700000,48,G,Tomannsbolig,0,0,0,0,1,2014,1850,164
3250000,48507,2990000,3000000,67,G,Leilighet,0,0,0,0,1,2014,1871,143
3250000,51587,2600000,2600000,63,F,Leilighet,0,0,0,0,1,2014,1892,122
3250000,45822,3200000,3200000,71,F,Leilighet,0,0,0,1,0,2014,1939,75
3250000,44521,3250000,3250000,73,G,Leilighet,0,0,0,0,0,2014,1941,73
3250000,32178,3350000,3350000,101,D,Leilighet,0,0,0,0,0,2014,1976,38
3250000,35714,3250000,3250000,91,D,Leilighet,0,0,0,0,0,2014,1989,25
3250000,39157,3100000,3100000,83,E,Leilighet,0,0,0,0,1,2014,1990,24
3250000,61321,2990000,3050000,53,E,Leilighet,0,0,0,1,0,2014,1997,17
3250000,72591,2950000,3100000,45,C,Leilighet,0,1,0,0,0,2014,2005,9
3250000,52419,2950000,3000000,62,C,Leilighet,0,0,0,0,1,2014,2007,7
3250000,57018,2650000,2650000,57,C,Leilighet,0,0,0,0,1,2014,2008,6
3250000,56034,3400000,3400000,58,B,Enebolig,0,0,0,0,1,2014,2011,3
3240000,42078,3150000,3150000,77,E,Rekkehus,0,1,0,0,0,2014,1978,36
3235000,36348,3250000,3250000,89,G,Leilighet,0,0,0,0,1,2014,1898,116
3235000,53610,3200000,3300000,63,F,Leilighet,0,0,1,0,0,2014,1942,72
3230000,48064,3290000,3350000,68,E,Leilighet,0,1,0,0,0,2014,1952,62
3200000,48820,3400000,3400000,66,G,Enebolig,0,0,0,1,0,2014,1870,144
3200000,31924,3200000,3200000,101,D,Leilighet,0,0,0,0,0,2014,1976,38
3200000,26446,3250000,3250000,121,D,Rekkehus,0,0,0,0,0,2014,1998,16
3200000,69565,3200000,3200000,46,C,Leilighet,0,0,0,1,0,2014,2003,11
3200000,69565,3150000,3150000,46,D,Leilighet,0,1,0,0,0,2014,2013,1
3185000,60094,2790000,2900000,53,F,Leilighet,0,0,0,1,0,2014,1990,24
3180000,48182,2980000,3150000,66,G,Tomannsbolig,0,0,0,0,0,2014,1949,65
3180000,53103,2800000,2800000,61,F,Leilighet,0,1,0,0,0,2014,1955,59
3150000,70271,2650000,2650000,45,G,Leilighet,0,1,0,0,0,2014,1875,139
3150000,48462,2950000,3150000,65,F,Leilighet,0,0,0,0,1,2014,1902,112
3150000,52026,2900000,2900000,62,F,Leilighet,0,0,0,0,1,2014,1952,62
3150000,50499,2850000,2850000,67,F,Leilighet,0,0,0,0,0,2014,1956,58
3150000,27155,3000000,3000000,116,G,Rekkehus,0,0,0,0,0,2014,1957,57
3150000,27876,3200000,3300000,113,F,Enebolig,0,0,0,0,0,2014,1989,25
3150000,43151,3300000,3300000,73,E,Leilighet,0,0,0,0,0,2014,1999,15
3150000,48462,2950000,2950000,65,E,Leilighet,0,0,0,0,0,2014,2002,12
3130000,41451,3180000,3180000,76,E,Leilighet,0,0,0,0,0,2014,1982,32
3125000,45290,3100000,3300000,69,G,Rekkehus,0,0,0,0,0,2014,1939,75
3125000,42907,3200000,3200000,73,C,Leilighet,0,1,0,0,0,2014,2003,11
3110000,61031,2900000,2900000,51,G,Leilighet,0,0,0,1,0,2014,1933,81
3110000,57734,2840000,3100000,54,E,Leilighet,0,1,0,0,0,2014,1988,26
3100000,53448,2790000,2900000,58,F,Leilighet,0,1,0,0,0,2014,1910,104
3100000,53448,2790000,2900000,58,F,Leilighet,0,1,0,0,0,2014,1910,104
3100000,50820,2950000,3050000,61,F,Leilighet,0,1,0,0,0,2014,1935,79
3100000,41333,3100000,3100000,75,F,Leilighet,0,0,0,0,0,2014,1963,51
3100000,39615,3100000,3100000,81,D,Leilighet,0,0,0,0,1,2014,1988,26
3100000,32338,3300000,3300000,97,E,Leilighet,0,0,0,0,0,2014,1989,25
3100000,40023,2950000,3000000,78,F,Rekkehus,0,0,0,0,0,2014,1993,21
3100000,68889,2890000,3000000,45,C,Leilighet,0,1,0,0,0,2014,2006,8
3100000,51667,3100000,3100000,60,D,Leilighet,0,1,0,0,0,2014,2012,2
3100000,51667,3100000,3100000,60,D,Leilighet,0,1,0,0,0,2014,2012,2
3100000,50822,3090000,3100000,61,B,Leilighet,0,0,0,0,0,2014,2012,2
3090000,42917,3090000,3150000,72,G,Leilighet,0,0,0,0,0,2014,1969,45
3070000,57022,2590000,2700000,54,F,Leilighet,0,0,0,0,1,2014,1935,79
3060000,56762,2550000,2550000,57,F,Leilighet,0,1,0,0,0,2014,1950,64
3050000,35882,3100000,3100000,85,G,Leilighet,0,0,0,0,0,2014,1927,87
3050000,61000,2700000,#NULL!,50,F,Leilighet,0,1,0,0,0,2014,1979,35
3050000,49194,3190000,3100000,62,D,Leilighet,0,1,0,0,0,2014,1989,25
3050000,42361,2990000,3200000,72,C,Leilighet,0,0,0,0,0,2014,2012,2
3050000,56481,2900000,2900000,54,B,Leilighet,0,1,0,0,0,2014,2013,1
3035000,64574,2850000,2850000,47,C,Leilighet,0,0,0,0,0,2014,1916,98
3025000,50443,2650000,2700000,60,F,Leilighet,0,1,0,0,0,2014,1982,32
3025000,50417,2800000,2800000,60,G,Leilighet,0,0,0,0,1,2014,2001,13
3000000,90909,2680000,2680000,33,D,Leilighet,0,0,0,1,0,2014,1889,125
3000000,30000,3000000,3000000,100,E,Tomannsbolig,0,1,0,0,0,2014,1898,116
3000000,50007,2990000,3250000,60,G,Leilighet,0,0,0,0,1,2014,1905,109
3000000,67418,2950000,2950000,46,G,Leilighet,0,0,0,1,0,2014,1938,76
3000000,51724,3000000,3000000,58,G,Rekkehus,0,0,0,0,0,2014,1976,38
3000000,55556,3000000,3000000,54,D,Leilighet,0,0,0,0,0,2014,2007,7
3000000,46154,2990000,3000000,65,D,Leilighet,0,0,0,0,0,2014,2011,3
2990000,45527,2990000,3200000,68,F,Leilighet,0,1,0,0,0,2014,1985,29
2990000,27182,2990000,3050000,110,E,Rekkehus,0,0,0,0,0,2014,1988,26
2990000,61324,2990000,3000000,49,D,Leilighet,0,1,0,0,0,2014,2009,5
2980000,39529,2950000,3200000,80,G,Leilighet,0,1,0,0,0,2014,1936,78
2980000,25365,2980000,3000000,126,F,Leilighet,0,0,0,0,0,2014,1973,41
2960000,59553,2580000,2700000,50,G,Leilighet,0,1,0,0,0,2014,1898,116
2950000,37666,2950000,3100000,83,E,Leilighet,0,0,0,0,0,2014,1974,40
2950000,38816,2490000,2750000,76,E,Enebolig,0,0,0,0,0,2014,1975,39
2950000,35058,2950000,2950000,85,E,Leilighet,0,0,0,0,0,2014,1995,19
2950000,42143,3190000,3200000,70,C,Leilighet,0,0,0,0,0,2014,2012,2
2940000,43599,2870000,2900000,69,F,Leilighet,0,0,0,0,1,2014,1894,120
2935000,39515,2550000,2550000,75,F,Leilighet,0,0,0,0,1,2014,1984,30
2930000,44485,2690000,2750000,67,F,Leilighet,0,0,0,0,0,2014,1958,56
2925000,41848,2850000,2850000,70,G,Leilighet,0,0,0,0,0,2014,1960,54
2925000,34412,2990000,3000000,85,D,Leilighet,0,0,0,0,0,2014,1995,19
2920000,33728,2500000,2500000,87,G,Leilighet,0,0,0,0,0,2014,1983,31
2910000,51053,2850000,2850000,57,F,Leilighet,0,0,0,0,0,2014,1902,112
2910000,56701,2390000,2400000,52,G,Leilighet,0,1,0,0,0,2014,1955,59
2900000,50978,2750000,2750000,57,G,Leilighet,0,1,0,0,0,2014,1891,123
2900000,62239,2590000,2600000,47,D,Leilighet,0,1,0,0,0,2014,1892,122
2900000,59649,2590000,2700000,49,F,Leilighet,0,1,0,0,0,2014,1892,122
2900000,52727,2690000,2750000,55,G,Leilighet,0,1,0,0,0,2014,1898,116
2900000,47541,2600000,2600000,61,F,Leilighet,0,0,0,0,1,2014,1898,116
2900000,52436,2900000,2900000,57,E,Leilighet,0,0,0,1,0,2014,1926,88
2900000,52436,2900000,2900000,57,E,Leilighet,0,0,0,1,0,2014,1926,88
2900000,34524,2590000,2600000,84,G,Enebolig,0,0,0,0,0,2014,1939,75
2900000,30115,2890000,2950000,97,E,Leilighet,0,0,0,0,0,2014,1973,41
2900000,24370,2990000,3100000,119,E,Rekkehus,0,0,0,0,0,2014,1988,26
2900000,51786,2900000,2900000,56,D,Leilighet,0,0,0,0,0,2014,2007,7
2900000,35867,2990000,3200000,81,D,Leilighet,0,0,0,0,0,2014,2011,3
2890000,54167,2890000,3000000,54,D,Leilighet,0,0,0,1,0,2014,1935,79
2890000,28602,2890000,2950000,103,E,Leilighet,0,0,0,0,0,2014,1949,65
2885000,41803,2490000,2530000,70,G,Leilighet,0,0,0,0,0,2014,1968,46
2880000,36196,2690000,2750000,84,G,Leilighet,0,0,0,0,0,2014,1974,40
2875000,38333,2950000,3050000,75,E,Leilighet,0,0,0,0,0,2014,1999,15
2870000,54180,2890000,3000000,59,E,Leilighet,0,1,0,0,0,2014,1932,82
2870000,71750,2600000,2600000,40,E,Leilighet,0,0,0,1,0,2014,1968,46
2870000,35479,2775000,2775000,81,D,Leilighet,0,0,0,0,0,2014,1995,19
2865000,36330,2900000,3150000,79,C,Leilighet,0,0,0,0,0,2014,2012,2
2850000,55882,2590000,2600000,51,C,Leilighet,0,0,0,0,1,2014,1870,144
2850000,48951,2900000,2900000,60,F,Leilighet,0,1,0,0,0,2014,1892,122
2850000,62432,2500000,2500000,47,F,Leilighet,0,1,0,0,0,2014,1947,67
2850000,44634,2690000,2750000,67,F,Leilighet,0,0,0,0,0,2014,1954,60
2850000,33591,2600000,2600000,85,D,Leilighet,0,0,0,0,0,2014,1999,15
2850000,79167,2950000,2950000,36,C,Leilighet,0,0,0,1,0,2014,2005,9
2850000,52778,2890000,2900000,54,C,Leilighet,0,1,0,0,0,2014,2005,9
2850000,41304,2850000,2850000,69,C,Leilighet,0,0,0,0,0,2014,2009,5
2850000,41304,2850000,#NULL!,69,C,Leilighet,0,0,0,0,0,2014,2009,5
2850000,39583,2850000,2850000,72,C,Leilighet,0,0,0,0,0,2014,2009,5
2850000,41304,2850000,2850000,69,C,Leilighet,0,0,0,0,0,2014,2009,5
2850000,55882,2890000,3100000,51,C,Leilighet,0,1,0,0,0,2014,2010,4
2840000,64545,2640000,#NULL!,44,E,Leilighet,0,0,0,0,0,2014,2012,2
2830000,53665,2500000,2500000,55,F,Leilighet,0,1,0,0,0,2014,1925,89
2830000,50161,2590000,2600000,60,G,Leilighet,0,1,0,0,0,2014,1933,81
2830000,26698,2700000,2700000,106,F,Leilighet,0,0,0,0,0,2014,1952,62
2825000,50908,2890000,3000000,56,F,Leilighet,0,0,0,1,0,2014,1880,134
2825000,52315,2690000,2750000,54,D,Leilighet,0,0,0,1,0,2014,1997,17
2815000,63977,2290000,2400000,44,F,Leilighet,0,1,0,0,0,2014,1899,115
2815000,31989,2890000,2900000,88,E,Leilighet,0,0,0,0,0,2014,1989,25
2810000,41324,2500000,2500000,68,D,Leilighet,0,0,0,0,0,2014,2005,9
2800000,26168,2790000,2800000,107,E,Leilighet,0,0,0,0,0,2014,1959,55
2800000,54658,2600000,2600000,52,G,Leilighet,0,0,0,1,0,2014,1961,53
